ID, check_bal , num_inactive_mths , check_trans_average , num_check_acct , avg_check_bal_3mth , num_mth_since_max_bal , num_mth_since_max_neg_bal , mthly_change_in_neg_bal , mthly_change_in_pos_bal , max_bal , max_neg_bal , avg_num_active_acct_last_6_mth , avg_num_active_acct , avg_overdraft , avg_overdraft_last_6_mth , CC_wtdrw_last_3_mth , CC_wtdrw , saving_acct_bal_EOM , change_in_saving_bal_in_1mth , change_in_liquid_funds_in_1mth , liquid_funds_bal , age , CLV , Churn 
9231, -      ,5,1, -      , -      ,8,1, -      , -      ,465,"1,689",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,63,30,1
9232,98, -      ,2,8,9,1,1, -      ,25,101, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,27,135,1
9233,2, -      ,2,2,1,2,12,-122,-1,1,"3,199",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,34,235,1
9234, -      ,5, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,53,121,1
9235, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,49, -      ,1
9236, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,107, -      ,1
9237, -      ,3, -      , -      ,1,12,1, -      , -      ,81, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,74,1
9238, -      ,3,1, -      , -      ,11,12, -      , -      ,0,271,1, -      , -      ,76, -      , -      , -      , -      , -      , -      ,65,197,1
9239,0, -      ,5,5, -      ,9,1, -      ,-675,"10,708", -      ,1,1, -      , -      , -      , -      , -      ,-675, -      , -      ,52,361,1
9240,29, -      ,3,3,4,6,12,-50,5,67,"1,007",5,5,15,15,401,130, -      , -      , -      , -      ,37,129,1
9241,3,1,1, -      ,2,1,1, -      ,1,3,200,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,60,44,1
9242, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,117, -      ,1
9243,18, -      ,3, -      ,18,5,5, -      ,0,20,7,2,1, -      ,3,222,55, -      , -      , -      , -      ,127,94,1
9244, -      ,3,3, -      ,1,9,1, -      , -      ,617, -      ,2, -      , -      , -      , -      , -      , -      , -      , -      , -      ,71,21,1
9245, -      ,1,2, -      ,0,2,12,-40,0,1,"1,153",2, -      , -      ,52, -      , -      , -      , -      , -      , -      ,42,128,1
9246,5,1, -      , -      ,5,9,12, -      ,0,6,"1,766", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,22,1
9247, -      ,3, -      , -      , -      ,1,1, -      , -      ,107,"2,240",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,45,33,1
9248, -      ,5,0, -      , -      ,7,1, -      , -      ,487, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,25,21,1
9249, -      ,4,0, -      , -      ,8,12, -      , -      ,910,"7,905", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,52,146,1
9250,8,1, -      , -      ,7,9,1, -      ,-4,9,48, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,48,103,1
9251, -      ,3,1, -      , -      ,6,1, -      , -      ,"3,437", -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,107,87,1
9252, -      ,2, -      , -      , -      ,10,11, -      , -      ,630,"1,653", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,19,73,1
9253, -      ,2,1, -      ,272,7,1, -      , -      ,"1,510", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,83,166,1
9254,0,2,2,2,0,1,1, -      ,0,53,707, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,32,"1,740",1
9255,2, -      ,2,2,0,6,12, -      ,0,0,224,1,1, -      ,46, -      , -      , -      , -      , -      , -      ,54,220,1
9256, -      ,2, -      , -      , -      ,12,12, -      , -      ,517,"2,082",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,112,1
9257, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,324,122, -      , -      , -      , -      ,39, -      ,1
9258,1,2,0, -      ,0,12,1, -      ,0,78, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,30,366,1
9259, -      ,3,1, -      , -      ,1,11, -      , -      , -      ,"4,495",1, -      , -      ,140, -      , -      , -      , -      , -      , -      ,36,349,1
9260, -      ,2, -      , -      , -      ,11,12, -      , -      ,62,"2,189",1, -      , -      , -      ,2,-2, -      , -      , -      , -      ,46,32,1
9261,3,2,0, -      ,3,12,1, -      ,0,4, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,29, -      ,1
9262,145, -      ,12,11,21,12,5, -      ,"-8,526","12,721",0,3,2, -      ,0,46,14, -      ,"-8,496", -      , -      ,18,236,1
9263,1, -      ,3,3,0,5,12,-134,0,1,"3,112",3,3,106,115, -      , -      , -      , -      , -      , -      ,77,279,1
9264,0, -      ,0,2,0,11,1, -      ,0,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,64,1,1
9265,0, -      ,2,7, -      ,7,12,-103,0,3,"1,617",2,3,18,58, -      , -      , -      , -      , -      , -      ,19,289,1
9266, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,101, -      ,1
9267,3,1,1, -      ,260,12,1, -      ,-736,"7,270", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,28,129,1
9268,17, -      , -      , -      ,14,12,1, -      ,-9,19, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,69,36,1
9269,2, -      ,3,3,6,8,12,-294,-5,"2,517","5,521",3,2, -      , -      , -      , -      , -      , -      , -      , -      ,25,665,1
9270,0, -      , -      , -      ,0,3,1, -      ,0,0, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,69,0,1
9271,10, -      ,2, -      ,8,10,9, -      ,-5,37,"1,097",2,1, -      , -      , -      , -      , -      , -      , -      , -      ,34,185,1
9272, -      ,1,8, -      ,843,9,12, -      ,"-2,098","4,080",13,4,1, -      ,1, -      , -      , -      , -      , -      , -      ,25,144,1
9273,6, -      ,3,4,5,5,12,-78,-3,7,"2,271",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,41,93,1
9274,1, -      ,4,4,18,9,12,-303,-14,140,"5,643",3,4, -      , -      , -      , -      , -      , -      , -      , -      ,64,254,1
9275, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,15, -      ,1
9276, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,2, -      , -      ,"3,372","1,061", -      , -      , -      , -      ,61, -      ,1
9277,1, -      ,2,2,3,7,1, -      ,-9,181, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,29,64,1
9278, -      , -      ,2, -      ,0,12,12, -      , -      ,169,"1,715",2,1, -      ,139, -      , -      , -      , -      , -      , -      ,19,450,1
9279, -      , -      ,4,2, -      ,12,12,-231, -      ,25,"7,141",4,4,471,488,27,3, -      , -      , -      , -      ,48,514,1
9280, -      ,3,0, -      , -      ,11,1, -      , -      ,195, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,40,7,1
9281,1,1,2, -      ,1,6,12, -      ,0,673,"6,725",2, -      , -      ,7, -      , -      , -      , -      , -      , -      ,89,304,1
9282,20, -      , -      , -      ,16,8,1, -      ,-11,22,"1,534",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,37,"1,079",1
9283,"1,586", -      ,6,1,"1,723",6,12, -      ,-168,"3,747","1,581",4,4, -      ,1, -      , -      , -      , -      , -      , -      ,46,271,1
9284, -      ,1,0, -      , -      ,2,1, -      ,0,0,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,50,0,1
9285, -      , -      ,1,2,1,2,1, -      ,-3,108, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,29,78,1
9286, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,136,18,1
9287,30, -      ,3,2,10,1,1, -      ,23,26, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,33,"1,249",1
9288, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,135, -      ,1
9289, -      ,5,2, -      , -      ,8,11, -      , -      ,"1,893",16,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,63,93,1
9290, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      ,-11,-5, -      , -      , -      , -      ,57, -      ,1
9291,1,1,10, -      ,99,11,1, -      ,-86,"27,305", -      ,4,2, -      , -      , -      , -      , -      , -      , -      , -      ,25,391,1
9292,3,2,1, -      ,13,3,1, -      ,0,118, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,19,0,1
9293,65, -      ,4,6,56,2,12,-52,-7,60,"1,329",4,4, -      , -      , -      , -      , -      , -      , -      , -      ,65,155,1
9294,0,3,2, -      ,0,5,12, -      ,0,138,"4,126", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,297,1
9295,1,5,0, -      ,0,5,1, -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,23,774,1
9296, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,92, -      ,1
9297, -      ,3,1, -      , -      ,4,12, -      , -      ,799,"1,494",2, -      , -      ,33, -      , -      , -      , -      , -      , -      ,28,125,1
9298,182, -      ,5,2,6,4,1, -      ,7,112, -      ,3,2, -      , -      , -      , -      , -      , -      , -      , -      ,18,10,1
9299,10,1, -      , -      ,8,12,1, -      ,-6,11,"1,449", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,44,19,1
9300,92, -      , -      , -      ,96,10,1, -      ,-6,200, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,13,59,1
9301,772, -      ,1,4,46,1,9, -      ,137,137,20,1,3, -      , -      , -      , -      , -      , -      , -      , -      ,28,48,1
9302,286, -      ,2,2,11,3,1, -      ,8,20, -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,44,1,1
9303,78, -      , -      , -      ,81,12,1, -      ,-6,988, -      ,1,1, -      , -      ,1,0, -      , -      , -      , -      ,25,93,1
9304, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,127, -      ,1
9305, -      , -      ,6,5,44,2,9, -      ,-133,"1,054","4,390",3,3, -      , -      ,"1,934",98, -      , -      , -      , -      ,38,45,1
9306, -      ,3,1, -      , -      ,7,12, -      , -      ,53,"1,936",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,42,82,1
9307, -      ,3,1, -      , -      ,4,1, -      , -      ,64, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,28,87,1
9308, -      ,5,1, -      , -      ,7,1, -      , -      ,"41,194", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,18,384,1
9309, -      ,2,1, -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,112,306,1
9310,156, -      ,6,5,90,5,1, -      ,-38,507, -      ,3,3, -      , -      , -      , -      , -      , -      , -      , -      ,18,21,1
9311,5, -      ,0, -      ,3,10,12, -      ,-3,47,"1,288",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,32,195,1
9312, -      , -      , -      , -      , -      ,1,1, -      ,"1,222","47,738", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,24,1
9313, -      , -      , -      , -      , -      ,8,9, -      , -      ,0,136,1,2, -      , -      ,"1,381",468, -      , -      , -      , -      ,18,100,1
9314, -      ,4,2, -      , -      ,6,12, -      , -      ,207,"1,633",1, -      , -      ,7, -      , -      , -      , -      , -      , -      ,29,164,1
9315, -      ,2,0, -      ,0,3,1, -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,19,48,1
9316, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,52,37,1
9317, -      , -      , -      , -      , -      ,11,12, -      , -      ,54,"1,201",1,1, -      , -      ,0,0, -      , -      , -      , -      ,34,127,1
9318, -      , -      ,3,3, -      ,4,12,-143, -      ,1,"3,582",4,4,211,129,"2,671",893, -      , -      , -      , -      ,37,263,1
9319,16, -      , -      , -      ,13,8,1, -      ,-9,17,630, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,38,348,1
9320,2, -      ,3,2,0,12,3,-279,"-4,307","36,737",504,2,1, -      ,147, -      , -      , -      ,"-4,308", -      , -      ,31,479,1
9321, -      , -      ,3,3, -      ,12,11,-134, -      ,294,"3,517",3,3,114,119, -      , -      , -      , -      , -      , -      ,48,383,1
9322,2,2,1, -      ,22,12,10, -      ,0,316,31,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,20,27,1
9323,3, -      ,0, -      ,3,10,12, -      ,-2,21,"1,622",0, -      , -      , -      ,132,37, -      , -      , -      , -      ,57,57,1
9324,10,1, -      , -      ,8,12,1, -      ,-5,11, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,136,19,1
9325,648, -      ,8,10,148,3,1, -      ,-76,293, -      ,2,3, -      , -      , -      , -      , -      , -      , -      , -      ,27,9,1
9326,109, -      , -      , -      ,98,8,12, -      ,-36,172,"1,649",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,23,576,1
9327,1,4,2, -      ,0,5,12, -      ,0,74,"1,114",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,35,150,1
9328,1, -      ,5,6,0,9,12,-49,0,1,"1,674",4,4,81,83, -      , -      , -      , -      , -      , -      ,19,309,1
9329,103, -      ,2, -      ,37,1,12,-186,89,161,334,1,1, -      ,32, -      , -      , -      , -      , -      , -      ,92,209,1
9330,0, -      ,3,5, -      ,1,12,-93,0,8,"1,858",3,2,1,70, -      , -      , -      , -      , -      , -      ,46,194,1
9331,4,2,1, -      ,182,3,1, -      ,0,539,"1,045",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,57,16,1
9332, -      ,3, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,44, -      ,1
9333, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,22,1
9334,0,3,5, -      ,0,7,1, -      , -      ,189, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,64,14,1
9335,2,2,1, -      ,1,2,1, -      ,-1,2, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,25,285,1
9336, -      ,1, -      , -      , -      ,1,1, -      , -      ,483,"2,047",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,39, -      ,1
9337,19, -      ,0, -      ,439,4,1, -      ,-6,"4,801", -      ,1,2, -      , -      , -      , -      , -      , -      , -      , -      ,48,439,1
9338,1, -      ,2,2,0,3,12,-76, -      ,0,"1,614",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,36,99,1
9339,0, -      ,2,2,0,7,12,-756, -      ,5,"32,596",1,2, -      , -      , -      , -      , -      , -      , -      , -      ,69,768,1
9340, -      , -      , -      , -      , -      ,11,1, -      , -      ,135, -      ,1,2, -      , -      ,320,36, -      , -      , -      , -      ,43, -      ,1
9341, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,143, -      ,1
9342,0, -      ,2, -      ,0,4,12, -      ,0,42,"3,551",1,1, -      , -      ,34,33, -      , -      , -      , -      ,40,216,1
9343,2,5,0, -      ,2,8,1, -      ,-1,45,192,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,38,34,1
9344,12, -      ,1, -      ,15,6,1, -      ,-4,92, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,15,71,1
9345, -      ,2,3, -      ,11,12,1, -      , -      ,"9,131", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,71,59,1
9346, -      ,3,1, -      ,1,6,1, -      , -      ,"2,473", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,42,18,1
9347, -      , -      ,0, -      , -      ,11,1, -      ,-298,"21,635", -      ,1,1, -      , -      , -      , -      ,"18,900",-298, -      , -      ,52,427,1
9348, -      ,4,1, -      , -      ,12,12, -      , -      ,771,"10,197",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,97,219,1
9349,5,5, -      , -      ,4,12,1, -      ,-3,6, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,120,9,1
9350,0,5,0, -      ,0,9,12, -      ,0,5,"1,389",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,34,429,1
9351, -      ,1,2, -      ,227,2,4, -      ,-681,681,20,2,1, -      ,7, -      , -      , -      , -      , -      , -      ,12,20,1
9352, -      ,1,1, -      ,777,5,1, -      ,-919,"3,083", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,61,165,1
9353, -      ,3,0, -      , -      ,12,10, -      , -      ,9,"1,604", -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,19,5,1
9354,0, -      ,3, -      ,"1,303",12,12,"-23,405","-3,806","35,728","42,454",4,2, -      ,5, -      , -      , -      , -      , -      , -      ,13,"5,130",1
9355, -      , -      , -      , -      , -      ,9,1, -      , -      ,0, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,56,60,1
9356, -      , -      ,1, -      , -      ,7,7, -      , -      ,0,"4,192",1,2, -      , -      , -      , -      , -      , -      , -      , -      ,57,330,1
9357, -      ,5, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,27,34,1
9358, -      ,1,1, -      ,0,6,1, -      ,0,"6,806", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,65,206,1
9359,1, -      ,2,2,3,3,4,-209,-2,3,"1,207",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,57,353,1
9360, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,27, -      ,1
9361, -      ,3,1, -      , -      ,9,1, -      , -      ,"17,539", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,15,263,1
9362,0, -      ,2,2,0,1,12,-116, -      ,0,"3,222",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,32,107,1
9363, -      ,1,0, -      , -      ,11,1, -      , -      ,41, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,76,94,1
9364, -      ,4, -      , -      , -      ,9,12, -      , -      ,0,"5,224",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,41,91,1
9365, -      , -      , -      , -      , -      ,12,12, -      , -      ,29,"4,881",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,31,230,1
9366, -      ,5, -      , -      , -      ,1,1, -      , -      ,5, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,130, -      ,1
9367, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,2,2, -      , -      ,421,-14, -      , -      , -      , -      ,20,39,1
9368, -      , -      ,2, -      ,0,11,12,-70,0,1,"2,199",2,1, -      , -      , -      , -      , -      , -      , -      , -      ,38,110,1
9369,5,5, -      , -      ,4,12,1, -      ,-3,17, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,130,9,1
9370, -      ,1,0, -      , -      ,1,1, -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,121, -      ,1
9371, -      ,1,0, -      ,27,10,1, -      ,-825,"2,726", -      ,3,3, -      , -      , -      , -      , -      , -      ,0,3,101,97,1
9372,66, -      , -      , -      ,69,12,1, -      ,-5,163, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,97,96,1
9373,493, -      ,0,2,10,1,1, -      ,31,833, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,71,90,1
9374, -      ,2,0, -      ,81,4,1, -      , -      ,342, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,92,5,1
9375,1, -      ,9,5,96,2,8, -      ,-243,244,23,4,3, -      ,0, -      , -      , -      , -      ,-9, -      ,24,13,1
9376, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      ,761,194, -      , -      , -      , -      ,34,20,1
9377, -      ,3,4, -      , -      ,5,1, -      , -      ,314, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,98,106,1
9378,0, -      ,0,2, -      ,8,12, -      , -      ,3,713, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,80,128,1
9379,0, -      ,2,2, -      ,6,8,-273,0,0,"3,012",2,2, -      , -      , -      , -      , -      , -      , -      , -      ,44,388,1
9380, -      ,1,2, -      ,0,12,12,-18,0,2,"4,628",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,41,240,1
9381, -      ,4,1, -      , -      ,7,1, -      , -      ,"3,862", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,130,204,1
9382, -      ,4, -      , -      , -      ,1,1, -      , -      ,5,"3,195",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,56,44,1
9383,31, -      ,0, -      ,27,2,1, -      ,-5,"1,618",0,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,80,94,1
9384, -      , -      ,1, -      , -      ,11,5,0, -      ,362,45,1,1,6,14, -      , -      , -      , -      , -      , -      ,63,39,1
9385,"1,538", -      ,1,5,74,1,1, -      ,223,223, -      ,0,2, -      , -      , -      , -      , -      , -      , -      , -      ,29,86,1
9386,171, -      , -      , -      ,177,12,1, -      ,-10,"2,035", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,80,171,1
9387, -      ,4, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,41, -      ,1
9388, -      , -      , -      , -      , -      ,3,1, -      , -      ,56, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,35,0,1
9389, -      ,4,0, -      , -      ,5,1, -      , -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,68,75,1
9390, -      ,4, -      , -      , -      ,1,1, -      , -      , -      ,"3,917",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,56, -      ,1
9391, -      ,5,0, -      , -      ,8,12, -      , -      ,296,"6,803",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,18,7,1
9392, -      , -      , -      , -      , -      ,8,12, -      , -      ,5,"3,531",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,32,309,1
9393, -      ,3,2, -      , -      ,5,12, -      , -      ,"2,757",36,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,16,112,1
9394, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,1, -      , -      , -      ,220,16, -      , -      , -      , -      ,37,21,1
9395,15, -      , -      , -      ,13,12,1, -      ,-8,52, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,107,33,1
9396, -      ,5,1, -      , -      ,6,1, -      , -      ,8, -      ,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,17,0,1
9397, -      , -      ,2,2,654,4,1, -      , -      ,"2,752", -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,59,210,1
9398, -      , -      ,1,3, -      ,11,12, -      , -      ,22,807, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,43,131,1
9399, -      , -      , -      , -      , -      ,1,1, -      , -      ,35, -      ,1, -      , -      , -      ,234,31, -      , -      , -      , -      ,76,40,1
9400,0, -      ,1, -      ,2,3,1, -      ,0,7,197,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,31,0,1
9401,20, -      , -      , -      ,24,8,1, -      ,-4,"4,269", -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,42,89,1
9402, -      ,2,1, -      , -      ,1,1, -      , -      , -      ,"1,042",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,39,"1,054",1
9403, -      ,2,1, -      , -      ,12,12, -      , -      ,88,"1,791",1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,28,80,1
9404, -      ,1, -      , -      , -      ,1,1, -      , -      , -      , -      ,0, -      , -      , -      ,38,-1, -      , -      , -      , -      ,69,19,1
9405, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      ,-12,-3, -      , -      , -      , -      ,181, -      ,1
9406, -      , -      ,0, -      , -      ,4,12, -      , -      ,10,"3,651",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,45,205,1
9407, -      ,4,1, -      , -      ,11,12, -      , -      ,7,879, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,36,53,1
9408,0,1,2, -      ,189,2,1, -      ,-400,400, -      ,2,2, -      , -      , -      , -      , -      , -      , -      , -      ,76,18,1
9409, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,0,1, -      , -      , -      , -      , -      , -      , -      , -      ,27, -      ,1
9410, -      , -      ,1, -      ,6,9,12, -      ,-3,43,"2,632",1,1, -      , -      , -      , -      , -      , -      , -      , -      ,44,138,1
9411, -      ,5, -      , -      , -      ,12,1, -      , -      ,46, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,23,37,1
9412, -      ,3, -      , -      , -      ,12,12, -      , -      ,148,"1,223",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,37,45,1
9413, -      ,1,0, -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,31,3,1
9414, -      ,5, -      , -      , -      ,1,1, -      , -      ,0,"2,102",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,42,0,1
9415, -      ,3,0, -      , -      ,12,1, -      , -      ,"127,141",13,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,31,31,1
9416,1,1,15, -      ,27,11,1, -      ,-11,376, -      ,2,1, -      , -      , -      , -      , -      , -      , -      , -      ,32,155,1
9417, -      ,2, -      , -      , -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      , -      ,29, -      ,1
9418,104, -      , -      , -      ,108,12,1, -      ,-6,171, -      ,1,1, -      , -      , -      , -      , -      , -      , -      , -      ,25,102,1
9419, -      ,4, -      , -      , -      ,11,12, -      , -      ,5,"2,156",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,29,79,1
9420, -      ,2,1, -      ,0,12,12, -      , -      ,33,46,0, -      , -      ,1, -      , -      , -      , -      , -      , -      ,18,47,1
9421, -      ,5,0, -      , -      ,11,1, -      , -      ,158, -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,24,14,1
9422, -      ,5,1, -      , -      ,10,12, -      , -      ,93,"29,457",0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,85,365,1
9423, -      ,5,0, -      , -      ,12,1, -      , -      ,14,3,0, -      , -      , -      , -      , -      , -      , -      , -      , -      ,50,5,1
9424, -      , -      , -      , -      , -      ,1,1, -      , -      , -      , -      ,1,1, -      , -      ,231,71, -      , -      , -      , -      ,92, -      ,1
9425, -      ,2,2, -      , -      ,8,1, -      , -      ,"6,058", -      ,1, -      , -      , -      , -      , -      , -      , -      , -      , -      ,69,233,1
